Фраза,Показы,Пиллар,Интент,Тип,Сид,Asset,Статус,Приоритет,ЦелевойURL,Причина
профориентация 8 9 классы,72,0,info,top,p05_prof_9_klass,main,Расширить (раздел хаба),P1,/proforientaciya/,"Профориентация 9 класс (контент, не листинг СПО)"
центр образования центр профориентации,72,0,commercial,top,p07_centr_proforientacii,main,Расширить (раздел хаба),P1,/proforientaciya/,«Центр профориентации» → хаб/онлайн
какую профессию выбрать по предметам,71,B,info,top,b01_kakuyu_professiyu_vybrat,main,Создать новый контент-хаб,P1,/kak-vybrat-professiyu/,Инфо-хаб выбора профессии → /test/
как выбрать ребенку профессию после 9,71,C,info,top,b02_kak_vybrat_professiyu,main,Создать новый контент-хаб,P1,/kak-vybrat-professiyu/,Инфо-хаб → /test/
государственное и муниципальное управление кем можно стать,71,B,info,top,b03_kem_mozhno_stat,main,Расширить существующую,P0,/professiya/,«Кем можно стать» = список профессий → каталог
самые высокооплачиваемые профессии в екатеринбурге,71,E,info,top,e03_vysokooplachivaemye,aggregator,Создать новую посадочную (рейтинг),P0,/professii-vysokooplachivaemye/,Рейтинг по зарплатам Росстата окт-2025 — данные есть
рейтинг самых высокооплачиваемых профессий,71,E,info,top,e03_vysokooplachivaemye,main,Создать новую посадочную (рейтинг),P0,/professii-vysokooplachivaemye/,Рейтинг по зарплатам Росстата окт-2025 — данные есть
20 самых высокооплачиваемых профессий,71,E,info,top,e03_vysokooplachivaemye,main,Создать новую посадочную (рейтинг),P0,/professii-vysokooplachivaemye/,Рейтинг по зарплатам Росстата окт-2025 — данные есть
профориентация для школьников 6,71,0,info,top,p03_prof_dlya_shkolnikov,main,Расширить (раздел хаба),P1,/proforientaciya/,Срез «для школьников»
профориентация онлайн тест бесплатно для 11,71,D,commercial,top,p04_prof_online,main,Расширить (раздел хаба),P1,/proforientaciya/,«Онлайн» → /test/
план профориентации на 2025 2026 учебный,71,0,info,top,p08_proforientaciya_2026,main,Расширить (раздел хаба),P1,/proforientaciya/,Year-stamp → хаб
профориентация россия мои горизонты 2025 2026,71,0,info,top,p08_proforientaciya_2026,main,Расширить (раздел хаба),P1,/proforientaciya/,Year-stamp → хаб
смена профессии какую выбрать профессию,70,B,info,top,b01_kakuyu_professiyu_vybrat,main,Создать новый контент-хаб,P1,/kak-vybrat-professiyu/,Инфо-хаб выбора профессии → /test/
на кого пойти учиться с информатикой,70,B,info,top,b04_na_kogo_pojti_uchitsya,main,Создать новый контент-хаб,P1,/kak-vybrat-professiyu/,ВЧ-инфо → хаб выбора + каталоги + /test/
куда поступать тест на профориентацию,70,D,info,top,d01_test_na_proforientaciyu,main,Создать новый контент-хаб,P1,/testy-na-proforientaciyu/,Хаб о тестах → /test/ (SERP: формат-статья достижим)
топ 3 самых высокооплачиваемых профессий,70,E,info,top,e03_vysokooplachivaemye,main,Создать новую посадочную (рейтинг),P0,/professii-vysokooplachivaemye/,Рейтинг по зарплатам Росстата окт-2025 — данные есть
какую профессию выбрать по душе,69,B,info,top,b01_kakuyu_professiyu_vybrat,main,Создать новый контент-хаб,P1,/kak-vybrat-professiyu/,Инфо-хаб выбора профессии → /test/
